ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,209,LARGESUMM.TXT,0.85484,0.40769,0.55208,1
ROUGE-1,171,LARGESUMM.TXT,0.84746,0.83333,0.84034,1
ROUGE-1,172,LARGESUMM.TXT,0.73301,0.68326,0.70726,1
ROUGE-1,173,LARGESUMM.TXT,0.62376,0.44366,0.51852,1
ROUGE-1,174,LARGESUMM.TXT,0.63810,0.42405,0.50951,1
ROUGE-1,131,LARGESUMM.TXT,0.86408,0.73554,0.79464,1
ROUGE-1,175,LARGESUMM.TXT,0.59864,0.39462,0.47568,1
ROUGE-1,132,LARGESUMM.TXT,1.00000,0.17045,0.29126,1
ROUGE-1,176,LARGESUMM.TXT,0.81148,0.46698,0.59281,1
ROUGE-1,177,LARGESUMM.TXT,0.77143,0.40299,0.52941,1
ROUGE-1,210,LARGESUMM.TXT,1.00000,0.14706,0.25641,1
ROUGE-1,133,LARGESUMM.TXT,0.86905,0.49660,0.63203,1
ROUGE-1,134,LARGESUMM.TXT,0.87500,0.72727,0.79433,1
ROUGE-1,212,LARGESUMM.TXT,0.79688,0.43404,0.56198,1
ROUGE-1,135,LARGESUMM.TXT,0.80000,0.63333,0.70698,1
ROUGE-1,137,LARGESUMM.TXT,0.85492,0.58719,0.69620,1
ROUGE-1,138,LARGESUMM.TXT,0.81818,0.42520,0.55959,1
ROUGE-1,139,LARGESUMM.TXT,0.92424,0.40803,0.56613,1
ROUGE-1,180,LARGESUMM.TXT,0.40741,0.43421,0.42038,1
ROUGE-1,181,LARGESUMM.TXT,0.94624,0.46809,0.62633,1
ROUGE-1,182,LARGESUMM.TXT,0.89831,0.56383,0.69281,1
ROUGE-1,183,LARGESUMM.TXT,0.55556,0.37671,0.44898,1
ROUGE-1,140,LARGESUMM.TXT,0.87500,0.40104,0.55000,1
ROUGE-1,184,LARGESUMM.TXT,0.44828,0.14286,0.21667,1
ROUGE-1,185,LARGESUMM.TXT,0.94400,0.54128,0.68805,1
ROUGE-1,141,LARGESUMM.TXT,0.90476,0.40426,0.55882,1
ROUGE-1,142,LARGESUMM.TXT,0.94048,0.66387,0.77833,1
ROUGE-1,186,LARGESUMM.TXT,0.73770,0.37657,0.49861,1
ROUGE-1,143,LARGESUMM.TXT,0.71111,0.35359,0.47232,1
ROUGE-1,187,LARGESUMM.TXT,0.84000,0.42000,0.56000,1
ROUGE-1,188,LARGESUMM.TXT,0.93130,0.60099,0.73054,1
ROUGE-1,144,LARGESUMM.TXT,0.90000,0.37952,0.53390,1
ROUGE-1,189,LARGESUMM.TXT,0.63393,0.48630,0.55039,1
ROUGE-1,145,LARGESUMM.TXT,0.58889,0.43443,0.50000,1
ROUGE-1,146,LARGESUMM.TXT,0.55869,0.57767,0.56802,1
ROUGE-1,147,LARGESUMM.TXT,0.72308,0.63946,0.67870,1
ROUGE-1,148,LARGESUMM.TXT,0.91045,0.26638,0.41216,1
ROUGE-1,149,LARGESUMM.TXT,0.82278,0.45296,0.58427,1
