ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2,190,LARGESUMM.TXT,0.41250,0.18132,0.25191,1
ROUGE-2,191,LARGESUMM.TXT,0.54706,0.51099,0.52841,1
ROUGE-2,192,LARGESUMM.TXT,0.90426,0.72650,0.80569,1
ROUGE-2,193,LARGESUMM.TXT,1.00000,0.56962,0.72581,1
ROUGE-2,150,LARGESUMM.TXT,1.00000,0.60000,0.75000,1
ROUGE-2,194,LARGESUMM.TXT,0.62500,0.71429,0.66667,1
ROUGE-2,151,LARGESUMM.TXT,0.73494,0.33516,0.46038,1
ROUGE-2,195,LARGESUMM.TXT,0.57534,0.25767,0.35593,1
ROUGE-2,196,LARGESUMM.TXT,0.83951,0.67327,0.74725,1
ROUGE-2,152,LARGESUMM.TXT,0.59649,0.54400,0.56904,1
ROUGE-2,153,LARGESUMM.TXT,0.14789,0.18421,0.16406,1
ROUGE-2,197,LARGESUMM.TXT,0.73034,0.67708,0.70270,1
ROUGE-2,154,LARGESUMM.TXT,1.00000,0.58407,0.73743,1
ROUGE-2,198,LARGESUMM.TXT,0.64583,0.53913,0.58768,1
ROUGE-2,199,LARGESUMM.TXT,0.25581,0.13750,0.17886,1
ROUGE-2,155,LARGESUMM.TXT,0.94737,0.52941,0.67925,1
ROUGE-2,156,LARGESUMM.TXT,0.47126,0.20398,0.28472,1
ROUGE-2,157,LARGESUMM.TXT,0.87179,0.70833,0.78161,1
ROUGE-2,159,LARGESUMM.TXT,0.79528,0.55191,0.65161,1
ROUGE-2,160,LARGESUMM.TXT,0.93636,0.50244,0.65397,1
ROUGE-2,161,LARGESUMM.TXT,0.87755,0.60563,0.71667,1
ROUGE-2,162,LARGESUMM.TXT,0.68085,0.60952,0.64322,1
ROUGE-2,163,LARGESUMM.TXT,0.74242,0.50515,0.60123,1
ROUGE-2,164,LARGESUMM.TXT,0.74725,0.61818,0.67662,1
ROUGE-2,121,LARGESUMM.TXT,0.84615,0.47451,0.60804,1
ROUGE-2,165,LARGESUMM.TXT,0.43689,0.20000,0.27439,1
ROUGE-2,166,LARGESUMM.TXT,0.31944,0.22772,0.26590,1
ROUGE-2,122,LARGESUMM.TXT,0.53741,0.49068,0.51299,1
ROUGE-2,200,LARGESUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,167,LARGESUMM.TXT,0.55729,0.64072,0.59610,1
ROUGE-2,124,LARGESUMM.TXT,0.54400,0.47222,0.50558,1
ROUGE-2,201,LARGESUMM.TXT,0.92453,0.51579,0.66216,1
ROUGE-2,168,LARGESUMM.TXT,0.77108,0.53782,0.63366,1
ROUGE-2,125,LARGESUMM.TXT,0.73282,0.51613,0.60568,1
ROUGE-2,202,LARGESUMM.TXT,0.58642,0.45455,0.51213,1
ROUGE-2,169,LARGESUMM.TXT,0.86420,0.63063,0.72917,1
ROUGE-2,126,LARGESUMM.TXT,0.55000,0.35160,0.42897,1
ROUGE-2,203,LARGESUMM.TXT,0.93793,0.74317,0.82927,1
ROUGE-2,204,LARGESUMM.TXT,0.76636,0.63077,0.69198,1
ROUGE-2,127,LARGESUMM.TXT,1.00000,0.54255,0.70345,1
ROUGE-2,205,LARGESUMM.TXT,0.63107,0.41935,0.50388,1
ROUGE-2,129,LARGESUMM.TXT,0.71875,0.66092,0.68862,1
ROUGE-2,206,LARGESUMM.TXT,0.95876,0.56364,0.70992,1
ROUGE-2,207,LARGESUMM.TXT,0.74419,0.63366,0.68449,1
ROUGE-2,208,LARGESUMM.TXT,1.00000,0.56107,0.71883,1
ROUGE-2,209,LARGESUMM.TXT,0.82759,0.39669,0.53631,1
ROUGE-2,171,LARGESUMM.TXT,0.83636,0.82143,0.82883,1
ROUGE-2,172,LARGESUMM.TXT,0.67010,0.61611,0.64198,1
ROUGE-2,173,LARGESUMM.TXT,0.50526,0.35556,0.41739,1
ROUGE-2,174,LARGESUMM.TXT,0.53684,0.35172,0.42500,1
ROUGE-2,131,LARGESUMM.TXT,0.82292,0.69912,0.75598,1
ROUGE-2,175,LARGESUMM.TXT,0.51799,0.33962,0.41026,1
ROUGE-2,132,LARGESUMM.TXT,1.00000,0.17949,0.30435,1
ROUGE-2,176,LARGESUMM.TXT,0.74561,0.42079,0.53797,1
ROUGE-2,177,LARGESUMM.TXT,0.76923,0.39370,0.52083,1
ROUGE-2,210,LARGESUMM.TXT,1.00000,0.14062,0.24658,1
ROUGE-2,133,LARGESUMM.TXT,0.82051,0.46715,0.59535,1
ROUGE-2,134,LARGESUMM.TXT,0.87931,0.72857,0.79688,1
ROUGE-2,212,LARGESUMM.TXT,0.69748,0.37900,0.49112,1
ROUGE-2,135,LARGESUMM.TXT,0.73864,0.58036,0.65000,1
ROUGE-2,137,LARGESUMM.TXT,0.80541,0.55390,0.65639,1
ROUGE-2,138,LARGESUMM.TXT,0.81967,0.41322,0.54945,1
ROUGE-2,139,LARGESUMM.TXT,0.91200,0.39721,0.55340,1
ROUGE-2,180,LARGESUMM.TXT,0.29054,0.30070,0.29553,1
ROUGE-2,181,LARGESUMM.TXT,0.93023,0.45198,0.60837,1
ROUGE-2,182,LARGESUMM.TXT,0.86607,0.54190,0.66667,1
ROUGE-2,183,LARGESUMM.TXT,0.40000,0.26277,0.31718,1
ROUGE-2,140,LARGESUMM.TXT,0.84337,0.38251,0.52632,1
ROUGE-2,184,LARGESUMM.TXT,0.28302,0.08824,0.13453,1
ROUGE-2,185,LARGESUMM.TXT,0.92437,0.52632,0.67073,1
ROUGE-2,141,LARGESUMM.TXT,0.87879,0.39013,0.54037,1
ROUGE-2,142,LARGESUMM.TXT,0.93421,0.65741,0.77174,1
ROUGE-2,186,LARGESUMM.TXT,0.65487,0.32599,0.43529,1
ROUGE-2,143,LARGESUMM.TXT,0.51220,0.25000,0.33600,1
ROUGE-2,187,LARGESUMM.TXT,0.84783,0.41489,0.55714,1
ROUGE-2,188,LARGESUMM.TXT,0.91057,0.58639,0.71338,1
ROUGE-2,144,LARGESUMM.TXT,0.84615,0.35714,0.50228,1
ROUGE-2,189,LARGESUMM.TXT,0.56311,0.42336,0.48333,1
ROUGE-2,145,LARGESUMM.TXT,0.48235,0.35043,0.40594,1
ROUGE-2,146,LARGESUMM.TXT,0.46970,0.47449,0.47208,1
ROUGE-2,147,LARGESUMM.TXT,0.68852,0.60000,0.64122,1
ROUGE-2,148,LARGESUMM.TXT,0.87302,0.25701,0.39711,1
ROUGE-2,149,LARGESUMM.TXT,0.74658,0.40370,0.52404,1
