ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-4,169,LARGESUMM.TXT,0.85507,0.62105,0.71951,1
ROUGE-4,126,LARGESUMM.TXT,0.57377,0.35176,0.43614,1
ROUGE-4,203,LARGESUMM.TXT,0.94574,0.74847,0.83562,1
ROUGE-4,204,LARGESUMM.TXT,0.78824,0.63810,0.70526,1
ROUGE-4,127,LARGESUMM.TXT,1.00000,0.52564,0.68908,1
ROUGE-4,205,LARGESUMM.TXT,0.67059,0.42222,0.51818,1
ROUGE-4,129,LARGESUMM.TXT,0.72464,0.64935,0.68493,1
ROUGE-4,206,LARGESUMM.TXT,0.97647,0.56463,0.71552,1
ROUGE-4,207,LARGESUMM.TXT,0.75676,0.64368,0.69565,1
ROUGE-4,208,LARGESUMM.TXT,1.00000,0.55785,0.71618,1
ROUGE-4,209,LARGESUMM.TXT,0.84000,0.40777,0.54902,1
ROUGE-4,171,LARGESUMM.TXT,0.85106,0.83333,0.84211,1
ROUGE-4,172,LARGESUMM.TXT,0.65882,0.58639,0.62050,1
ROUGE-4,173,LARGESUMM.TXT,0.49398,0.33884,0.40196,1
ROUGE-4,174,LARGESUMM.TXT,0.52000,0.32773,0.40206,1
ROUGE-4,131,LARGESUMM.TXT,0.82927,0.70103,0.75978,1
ROUGE-4,175,LARGESUMM.TXT,0.50407,0.32632,0.39617,1
ROUGE-4,132,LARGESUMM.TXT,1.00000,0.20690,0.34286,1
ROUGE-4,176,LARGESUMM.TXT,0.76531,0.41209,0.53571,1
ROUGE-4,177,LARGESUMM.TXT,0.80000,0.38938,0.52381,1
ROUGE-4,210,LARGESUMM.TXT,1.00000,0.12500,0.22222,1
ROUGE-4,133,LARGESUMM.TXT,0.78788,0.44444,0.56831,1
ROUGE-4,134,LARGESUMM.TXT,0.89130,0.73214,0.80392,1
ROUGE-4,212,LARGESUMM.TXT,0.70297,0.37968,0.49306,1
ROUGE-4,135,LARGESUMM.TXT,0.77027,0.59375,0.67059,1
ROUGE-4,137,LARGESUMM.TXT,0.79882,0.55102,0.65217,1
ROUGE-4,138,LARGESUMM.TXT,0.86275,0.40367,0.55000,1
ROUGE-4,139,LARGESUMM.TXT,0.91892,0.38783,0.54545,1
ROUGE-4,180,LARGESUMM.TXT,0.29167,0.28000,0.28571,1
ROUGE-4,181,LARGESUMM.TXT,0.94444,0.43871,0.59912,1
ROUGE-4,182,LARGESUMM.TXT,0.87000,0.54037,0.66667,1
ROUGE-4,183,LARGESUMM.TXT,0.37500,0.22689,0.28272,1
ROUGE-4,140,LARGESUMM.TXT,0.84932,0.37576,0.52101,1
ROUGE-4,184,LARGESUMM.TXT,0.18605,0.05479,0.08466,1
ROUGE-4,185,LARGESUMM.TXT,0.93458,0.52356,0.67114,1
ROUGE-4,141,LARGESUMM.TXT,0.88506,0.38693,0.53846,1
ROUGE-4,142,LARGESUMM.TXT,0.95000,0.66279,0.78082,1
ROUGE-4,186,LARGESUMM.TXT,0.68421,0.32020,0.43624,1
ROUGE-4,143,LARGESUMM.TXT,0.51515,0.23944,0.32692,1
ROUGE-4,187,LARGESUMM.TXT,0.92105,0.42683,0.58333,1
ROUGE-4,188,LARGESUMM.TXT,0.88785,0.56886,0.69343,1
ROUGE-4,144,LARGESUMM.TXT,0.83636,0.35385,0.49730,1
ROUGE-4,189,LARGESUMM.TXT,0.56471,0.40336,0.47059,1
ROUGE-4,145,LARGESUMM.TXT,0.48000,0.33645,0.39560,1
ROUGE-4,146,LARGESUMM.TXT,0.50296,0.48295,0.49275,1
ROUGE-4,147,LARGESUMM.TXT,0.67925,0.57143,0.62069,1
ROUGE-4,148,LARGESUMM.TXT,0.87273,0.25946,0.40000,1
ROUGE-4,149,LARGESUMM.TXT,0.76230,0.39407,0.51955,1
