ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,190,SMALLSUMM.TXT,0.23077,0.11429,0.15287,1
ROUGE-1,191,SMALLSUMM.TXT,0.07273,1.00000,0.13559,1
ROUGE-1,192,SMALLSUMM.TXT,0.55446,0.81159,0.65882,1
ROUGE-1,193,SMALLSUMM.TXT,1.00000,0.55952,0.71756,1
ROUGE-1,150,SMALLSUMM.TXT,0.70000,0.52128,0.59756,1
ROUGE-1,194,SMALLSUMM.TXT,0.14583,1.00000,0.25455,1
ROUGE-1,195,SMALLSUMM.TXT,0.06410,0.71429,0.11765,1
ROUGE-1,152,SMALLSUMM.TXT,0.12766,0.25000,0.16901,1
ROUGE-1,196,SMALLSUMM.TXT,0.42105,0.46154,0.44037,1
ROUGE-1,197,SMALLSUMM.TXT,0.48000,0.34783,0.40336,1
ROUGE-1,153,SMALLSUMM.TXT,0.04494,0.36364,0.08000,1
ROUGE-1,154,SMALLSUMM.TXT,1.00000,0.58678,0.73958,1
ROUGE-1,198,SMALLSUMM.TXT,0.06757,0.20833,0.10204,1
ROUGE-1,155,SMALLSUMM.TXT,0.50000,0.16129,0.24390,1
ROUGE-1,199,SMALLSUMM.TXT,0.41463,0.53125,0.46575,1
ROUGE-1,157,SMALLSUMM.TXT,0.71429,0.54878,0.62069,1
ROUGE-1,159,SMALLSUMM.TXT,0.48958,0.63514,0.55294,1
ROUGE-1,160,SMALLSUMM.TXT,0.22581,0.30435,0.25926,1
ROUGE-1,161,SMALLSUMM.TXT,0.25974,0.34483,0.29630,1
ROUGE-1,162,SMALLSUMM.TXT,0.24719,0.13750,0.17671,1
ROUGE-1,163,SMALLSUMM.TXT,0.57500,0.65714,0.61333,1
ROUGE-1,164,SMALLSUMM.TXT,0.61111,1.00000,0.75862,1
ROUGE-1,121,SMALLSUMM.TXT,0.69620,0.56701,0.62500,1
ROUGE-1,122,SMALLSUMM.TXT,0.28226,1.00000,0.44025,1
ROUGE-1,166,SMALLSUMM.TXT,0.01316,0.25000,0.02500,1
ROUGE-1,200,SMALLSUMM.TXT,0.10000,0.06250,0.07692,1
ROUGE-1,201,SMALLSUMM.TXT,0.52632,1.00000,0.68966,1
ROUGE-1,168,SMALLSUMM.TXT,0.84146,0.86250,0.85185,1
ROUGE-1,169,SMALLSUMM.TXT,1.00000,0.69149,0.81761,1
ROUGE-1,202,SMALLSUMM.TXT,0.32787,0.80000,0.46512,1
ROUGE-1,125,SMALLSUMM.TXT,0.47059,0.55556,0.50955,1
ROUGE-1,126,SMALLSUMM.TXT,0.26168,0.56000,0.35669,1
ROUGE-1,203,SMALLSUMM.TXT,0.31081,1.00000,0.47423,1
ROUGE-1,204,SMALLSUMM.TXT,0.38095,0.55172,0.45070,1
ROUGE-1,127,SMALLSUMM.TXT,0.82051,0.42105,0.55652,1
ROUGE-1,205,SMALLSUMM.TXT,0.08974,0.38889,0.14583,1
ROUGE-1,129,SMALLSUMM.TXT,0.26471,0.17308,0.20930,1
ROUGE-1,206,SMALLSUMM.TXT,0.70886,0.65882,0.68293,1
ROUGE-1,207,SMALLSUMM.TXT,0.77778,0.62222,0.69136,1
ROUGE-1,208,SMALLSUMM.TXT,0.44554,1.00000,0.61644,1
ROUGE-1,209,SMALLSUMM.TXT,0.25926,0.16279,0.20000,1
ROUGE-1,171,SMALLSUMM.TXT,0.83051,1.00000,0.90741,1
ROUGE-1,172,SMALLSUMM.TXT,0.12500,0.26531,0.16993,1
ROUGE-1,173,SMALLSUMM.TXT,0.46535,0.73438,0.56970,1
ROUGE-1,174,SMALLSUMM.TXT,0.22222,1.00000,0.36364,1
ROUGE-1,131,SMALLSUMM.TXT,0.73118,1.00000,0.84472,1
ROUGE-1,175,SMALLSUMM.TXT,0.17895,0.36957,0.24113,1
ROUGE-1,176,SMALLSUMM.TXT,0.11594,0.29630,0.16667,1
ROUGE-1,132,SMALLSUMM.TXT,1.00000,0.17045,0.29126,1
ROUGE-1,210,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-1,177,SMALLSUMM.TXT,1.00000,0.56383,0.72109,1
ROUGE-1,133,SMALLSUMM.TXT,0.73684,0.49123,0.58947,1
ROUGE-1,134,SMALLSUMM.TXT,0.69811,0.77083,0.73267,1
ROUGE-1,212,SMALLSUMM.TXT,0.26087,0.61538,0.36641,1
ROUGE-1,135,SMALLSUMM.TXT,0.11111,0.02778,0.04444,1
ROUGE-1,137,SMALLSUMM.TXT,0.03597,0.31250,0.06452,1
ROUGE-1,138,SMALLSUMM.TXT,0.54545,0.41379,0.47059,1
ROUGE-1,139,SMALLSUMM.TXT,0.13095,0.19643,0.15714,1
ROUGE-1,180,SMALLSUMM.TXT,0.09677,1.00000,0.17647,1
ROUGE-1,181,SMALLSUMM.TXT,0.32692,0.54839,0.40964,1
ROUGE-1,182,SMALLSUMM.TXT,0.31633,0.88571,0.46617,1
ROUGE-1,183,SMALLSUMM.TXT,0.23404,0.38596,0.29139,1
ROUGE-1,140,SMALLSUMM.TXT,0.66216,1.00000,0.79675,1
ROUGE-1,184,SMALLSUMM.TXT,0.57447,0.23077,0.32927,1
ROUGE-1,141,SMALLSUMM.TXT,0.38182,0.41176,0.39623,1
ROUGE-1,185,SMALLSUMM.TXT,0.20270,0.25424,0.22556,1
ROUGE-1,186,SMALLSUMM.TXT,0.44186,0.56716,0.49673,1
ROUGE-1,142,SMALLSUMM.TXT,0.12195,0.23810,0.16129,1
ROUGE-1,143,SMALLSUMM.TXT,0.17391,0.24490,0.20339,1
ROUGE-1,187,SMALLSUMM.TXT,0.30000,0.27273,0.28571,1
ROUGE-1,188,SMALLSUMM.TXT,0.60000,0.79167,0.68263,1
ROUGE-1,144,SMALLSUMM.TXT,0.80000,0.76190,0.78049,1
ROUGE-1,189,SMALLSUMM.TXT,0.34783,1.00000,0.51613,1
ROUGE-1,145,SMALLSUMM.TXT,0.77778,1.00000,0.87500,1
ROUGE-1,146,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-1,147,SMALLSUMM.TXT,0.66304,0.78205,0.71765,1
ROUGE-1,148,SMALLSUMM.TXT,0.11940,0.16327,0.13793,1
ROUGE-1,149,SMALLSUMM.TXT,0.05263,0.08571,0.06522,1
