ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-4,190,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,191,SMALLSUMM.TXT,0.05618,1.00000,0.10638,1
ROUGE-4,192,SMALLSUMM.TXT,0.52500,0.77778,0.62687,1
ROUGE-4,193,SMALLSUMM.TXT,1.00000,0.59420,0.74545,1
ROUGE-4,150,SMALLSUMM.TXT,0.65517,0.50000,0.56716,1
ROUGE-4,194,SMALLSUMM.TXT,0.15278,1.00000,0.26506,1
ROUGE-4,195,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,152,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,196,SMALLSUMM.TXT,0.23077,0.24324,0.23684,1
ROUGE-4,197,SMALLSUMM.TXT,0.39474,0.27778,0.32609,1
ROUGE-4,153,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,154,SMALLSUMM.TXT,1.00000,0.59574,0.74667,1
ROUGE-4,198,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,155,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,199,SMALLSUMM.TXT,0.31034,0.39130,0.34615,1
ROUGE-4,157,SMALLSUMM.TXT,0.64706,0.51562,0.57391,1
ROUGE-4,159,SMALLSUMM.TXT,0.40741,0.53226,0.46154,1
ROUGE-4,160,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,161,SMALLSUMM.TXT,0.09091,0.10870,0.09901,1
ROUGE-4,162,SMALLSUMM.TXT,0.05405,0.02703,0.03604,1
ROUGE-4,163,SMALLSUMM.TXT,0.58065,0.62069,0.60000,1
ROUGE-4,164,SMALLSUMM.TXT,0.66667,1.00000,0.80000,1
ROUGE-4,121,SMALLSUMM.TXT,0.45714,0.36364,0.40506,1
ROUGE-4,122,SMALLSUMM.TXT,0.29000,1.00000,0.44961,1
ROUGE-4,166,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,200,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,201,SMALLSUMM.TXT,0.53333,1.00000,0.69565,1
ROUGE-4,168,SMALLSUMM.TXT,0.82857,0.85294,0.84058,1
ROUGE-4,169,SMALLSUMM.TXT,1.00000,0.69737,0.82171,1
ROUGE-4,202,SMALLSUMM.TXT,0.32609,0.78947,0.46154,1
ROUGE-4,125,SMALLSUMM.TXT,0.44286,0.49206,0.46617,1
ROUGE-4,126,SMALLSUMM.TXT,0.20652,0.43182,0.27941,1
ROUGE-4,203,SMALLSUMM.TXT,0.33898,1.00000,0.50633,1
ROUGE-4,204,SMALLSUMM.TXT,0.20635,0.30233,0.24528,1
ROUGE-4,127,SMALLSUMM.TXT,0.70370,0.32759,0.44706,1
ROUGE-4,205,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,129,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,206,SMALLSUMM.TXT,0.65625,0.57534,0.61314,1
ROUGE-4,207,SMALLSUMM.TXT,0.68421,0.52000,0.59091,1
ROUGE-4,208,SMALLSUMM.TXT,0.43820,1.00000,0.60938,1
ROUGE-4,209,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,171,SMALLSUMM.TXT,0.85106,1.00000,0.91954,1
ROUGE-4,172,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,173,SMALLSUMM.TXT,0.37349,0.56364,0.44928,1
ROUGE-4,174,SMALLSUMM.TXT,0.25000,1.00000,0.40000,1
ROUGE-4,131,SMALLSUMM.TXT,0.74667,1.00000,0.85496,1
ROUGE-4,175,SMALLSUMM.TXT,0.01299,0.02703,0.01754,1
ROUGE-4,176,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,132,SMALLSUMM.TXT,1.00000,0.20690,0.34286,1
ROUGE-4,210,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,177,SMALLSUMM.TXT,1.00000,0.55696,0.71545,1
ROUGE-4,133,SMALLSUMM.TXT,0.54098,0.36667,0.43709,1
ROUGE-4,134,SMALLSUMM.TXT,0.73684,0.77778,0.75676,1
ROUGE-4,212,SMALLSUMM.TXT,0.22973,0.51515,0.31776,1
ROUGE-4,135,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,137,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,138,SMALLSUMM.TXT,0.45098,0.30667,0.36508,1
ROUGE-4,139,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,180,SMALLSUMM.TXT,0.09091,1.00000,0.16667,1
ROUGE-4,181,SMALLSUMM.TXT,0.25000,0.40000,0.30769,1
ROUGE-4,182,SMALLSUMM.TXT,0.27907,0.82759,0.41739,1
ROUGE-4,183,SMALLSUMM.TXT,0.08571,0.12500,0.10169,1
ROUGE-4,140,SMALLSUMM.TXT,0.69355,1.00000,0.81905,1
ROUGE-4,184,SMALLSUMM.TXT,0.22857,0.08889,0.12800,1
ROUGE-4,141,SMALLSUMM.TXT,0.32609,0.33333,0.32967,1
ROUGE-4,185,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,186,SMALLSUMM.TXT,0.40845,0.54717,0.46774,1
ROUGE-4,142,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,143,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,187,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,188,SMALLSUMM.TXT,0.55844,0.71667,0.62774,1
ROUGE-4,144,SMALLSUMM.TXT,0.81250,0.76471,0.78788,1
ROUGE-4,189,SMALLSUMM.TXT,0.36620,1.00000,0.53608,1
ROUGE-4,145,SMALLSUMM.TXT,0.80000,1.00000,0.88889,1
ROUGE-4,146,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,147,SMALLSUMM.TXT,0.59740,0.66667,0.63014,1
ROUGE-4,148,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-4,149,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
