ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-3,174,SMALLSUMM.TXT,0.23881,1.00000,0.38554,1
ROUGE-3,131,SMALLSUMM.TXT,0.74074,1.00000,0.85106,1
ROUGE-3,175,SMALLSUMM.TXT,0.02410,0.05000,0.03252,1
ROUGE-3,176,SMALLSUMM.TXT,0.01695,0.04348,0.02439,1
ROUGE-3,132,SMALLSUMM.TXT,1.00000,0.19118,0.32099,1
ROUGE-3,210,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,177,SMALLSUMM.TXT,1.00000,0.55952,0.71756,1
ROUGE-3,133,SMALLSUMM.TXT,0.54545,0.36735,0.43902,1
ROUGE-3,134,SMALLSUMM.TXT,0.72093,0.77500,0.74699,1
ROUGE-3,212,SMALLSUMM.TXT,0.22500,0.51429,0.31304,1
ROUGE-3,135,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,137,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,138,SMALLSUMM.TXT,0.44643,0.31646,0.37037,1
ROUGE-3,139,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,180,SMALLSUMM.TXT,0.09333,1.00000,0.17073,1
ROUGE-3,181,SMALLSUMM.TXT,0.25000,0.40741,0.30986,1
ROUGE-3,182,SMALLSUMM.TXT,0.27778,0.80645,0.41322,1
ROUGE-3,183,SMALLSUMM.TXT,0.08974,0.13725,0.10853,1
ROUGE-3,140,SMALLSUMM.TXT,0.68182,1.00000,0.81081,1
ROUGE-3,184,SMALLSUMM.TXT,0.25641,0.10101,0.14493,1
ROUGE-3,141,SMALLSUMM.TXT,0.32653,0.34043,0.33333,1
ROUGE-3,185,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,186,SMALLSUMM.TXT,0.40789,0.54386,0.46617,1
ROUGE-3,142,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,143,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,187,SMALLSUMM.TXT,0.07143,0.05556,0.06250,1
ROUGE-3,188,SMALLSUMM.TXT,0.55422,0.71875,0.62585,1
ROUGE-3,144,SMALLSUMM.TXT,0.80769,0.76364,0.78505,1
ROUGE-3,189,SMALLSUMM.TXT,0.35897,1.00000,0.52830,1
ROUGE-3,145,SMALLSUMM.TXT,0.79167,1.00000,0.88372,1
ROUGE-3,146,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,147,SMALLSUMM.TXT,0.58537,0.66667,0.62338,1
ROUGE-3,148,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,149,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
