ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-3,190,SMALLSUMM.TXT,0.02174,0.01205,0.01550,1
ROUGE-3,191,SMALLSUMM.TXT,0.06250,1.00000,0.11765,1
ROUGE-3,192,SMALLSUMM.TXT,0.52874,0.77966,0.63014,1
ROUGE-3,193,SMALLSUMM.TXT,1.00000,0.58108,0.73504,1
ROUGE-3,150,SMALLSUMM.TXT,0.66129,0.50000,0.56944,1
ROUGE-3,194,SMALLSUMM.TXT,0.15000,1.00000,0.26087,1
ROUGE-3,195,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,152,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,196,SMALLSUMM.TXT,0.24444,0.26190,0.25287,1
ROUGE-3,197,SMALLSUMM.TXT,0.38095,0.27119,0.31683,1
ROUGE-3,153,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,154,SMALLSUMM.TXT,1.00000,0.59223,0.74390,1
ROUGE-3,198,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,155,SMALLSUMM.TXT,0.07143,0.02083,0.03226,1
ROUGE-3,199,SMALLSUMM.TXT,0.30303,0.38462,0.33898,1
ROUGE-3,157,SMALLSUMM.TXT,0.65455,0.51429,0.57600,1
ROUGE-3,159,SMALLSUMM.TXT,0.40698,0.53030,0.46053,1
ROUGE-3,160,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,161,SMALLSUMM.TXT,0.09677,0.12000,0.10714,1
ROUGE-3,162,SMALLSUMM.TXT,0.06329,0.03289,0.04329,1
ROUGE-3,163,SMALLSUMM.TXT,0.55882,0.61290,0.58462,1
ROUGE-3,164,SMALLSUMM.TXT,0.64516,1.00000,0.78431,1
ROUGE-3,121,SMALLSUMM.TXT,0.45205,0.36264,0.40244,1
ROUGE-3,122,SMALLSUMM.TXT,0.28704,1.00000,0.44604,1
ROUGE-3,166,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,200,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,201,SMALLSUMM.TXT,0.53061,1.00000,0.69333,1
ROUGE-3,168,SMALLSUMM.TXT,0.82432,0.84722,0.83562,1
ROUGE-3,169,SMALLSUMM.TXT,1.00000,0.69512,0.82014,1
ROUGE-3,202,SMALLSUMM.TXT,0.31373,0.76190,0.44444,1
ROUGE-3,125,SMALLSUMM.TXT,0.44000,0.50000,0.46809,1
ROUGE-3,126,SMALLSUMM.TXT,0.20619,0.43478,0.27972,1
ROUGE-3,203,SMALLSUMM.TXT,0.32812,1.00000,0.49412,1
ROUGE-3,204,SMALLSUMM.TXT,0.20000,0.29167,0.23729,1
ROUGE-3,127,SMALLSUMM.TXT,0.70968,0.34375,0.46316,1
ROUGE-3,205,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,129,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,206,SMALLSUMM.TXT,0.63768,0.57143,0.60274,1
ROUGE-3,207,SMALLSUMM.TXT,0.67742,0.52500,0.59155,1
ROUGE-3,208,SMALLSUMM.TXT,0.44086,1.00000,0.61194,1
ROUGE-3,209,SMALLSUMM.TXT,0.00000,0.00000,0.00000,1
ROUGE-3,171,SMALLSUMM.TXT,0.84314,1.00000,0.91489,1
ROUGE-3,172,SMALLSUMM.TXT,0.01087,0.02326,0.01481,1
ROUGE-3,173,SMALLSUMM.TXT,0.39326,0.60345,0.47619,1
